yyyy,mm,yearmonth,SOI,NAO,EA,WP,EP_NP,PNA,EA_WR,SCA,TNH,POL,PT,expl_var,PCP,TAVG,PDSI,PHDI,ZNDX,PMDI,CDD,HDD,SP01,SP02,SP03,SP06,SP09,SP12,SP24,TMIN,TMAX,CAPCP,CATAVG,CAPDSI,CAPHDI,CAZNDX,CAPMDI
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,44.01,2.48,2.48,3.04,2.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.97,33.22,2.34,2.34,0.36,2.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,30.27,2.38,2.38,0.85,2.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,34.7,0.48,1.66,1.43,0.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.52,41.86,0.38,1.54,0.15,0.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,50.4,0.49,1.23,0.46,0.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,59.36,0.66,0.89,0.65,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,69.6,0.63,0.76,0.12,0.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.8,74.08,0.71,0.71,0.43,0.71
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.05,72.28,1.16,1.16,1.59,1.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.68,65.21,1.24,1.24,0.59,1.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.18,53.98,1.21,1.21,0.28,1.21
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.95,43.92,0.37,0.71,1.1,0.06
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.84,31.87,0.05,0.92,0.83,0.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6,31.05,0.35,0.35,0.91,0.35
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.55,36.77,0.81,0.81,1.51,0.81
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.7,42.87,0.04,0.04,0.12,0.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.83,50.92,0.41,0.41,1.12,0.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.31,61.65,0.58,0.58,0.63,0.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.01,68.54,0.68,0.68,0.48,0.68
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.07,72.63,1.18,1.18,1.72,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.69,71.89,1.42,1.42,1.07,1.42
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.54,66.38,1.24,1.24,0.1,1.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.29,50.5,3.41,3.41,6.9,3.41
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.63,45.84,3.05,3.05,0.02,2.98
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.08,29.64,4.16,4.16,4.28,4.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.62,30.67,4.65,4.65,2.76,4.65
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.01,31.8,4.3,4.3,0.37,4.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.3,43.57,3.42,3.42,1.32,2.85
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.38,53.24,2.73,2.73,1,1.74
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,59.88,2.9,2.9,1.36,2.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.49,70.48,3.03,3.03,1.27,2.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.32,74.71,3.48,3.48,2.3,3.48
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,74.05,3.12,3.12,0.02,3.05
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.78,66.49,2.95,2.95,0.48,2.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.97,56.14,2.35,2.35,0.89,1.93
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.22,42.31,1.96,1.96,0.44,1.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.45,32.47,1.71,1.71,0.15,0.95
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.65,29.71,1.05,1.05,1.44,0.28
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.98,33.04,1.02,1.02,0.22,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.91,43.07,1.15,1.15,0.71,0.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.42,51.96,1.84,1.84,2.43,1.59
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.43,59.13,2.31,2.31,1.97,2.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,69.82,0.38,1.7,1.13,1.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.44,76.14,0.81,1.05,1.41,0.17
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,75,1.52,1.52,2.37,1.52
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.48,66.09,1.57,1.57,0.62,1.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,55.09,1.53,1.53,0.37,1.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,43.75,1.57,1.57,0.59,1.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.26,35.4,1.88,1.88,1.43,1.88
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.09,36.12,2.3,2.3,1.84,2.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,37.51,2.38,2.38,0.93,2.38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.87,50.41,2.72,2.72,1.77,2.72
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,54.68,3.11,3.11,1.99,3.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.5,63.45,3.58,3.58,2.37,3.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,70.54,4.12,4.12,2.74,4.12
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.51,76.77,4.8,4.8,3.3,4.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.47,73.8,5.11,5.11,2.43,5.11
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.34,66.31,5,5,1.22,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,53.89,4.44,4.44,0.13,4.33
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.32,44.01,5.24,5.24,3.78,5.24
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,35.92,5.27,5.27,1.73,5.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,32.25,5.31,5.31,1.75,5.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.02,34.77,4.91,4.91,0.42,4.91
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.72,40.91,5.18,5.18,2.35,5.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.9,49.68,0.58,4.07,1.74,3.36
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.35,60.85,0.88,3.29,1.09,2.13
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,70.39,1.08,2.66,0.86,1.18
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.34,74.21,1.73,1.62,2.29,0.63
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.56,72.99,1.7,1.31,0.43,0.97
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.98,66.96,1.84,0.86,0.96,1.57
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.23,53.44,1.86,0.57,0.6,1.84
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.04,41.61,1.6,0.58,0.2,1.58
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.21,31.06,1.44,1.44,0.02,1.44
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.37,30.54,0.73,0.73,1.68,0.27
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.24,32.13,1,1,1.02,0.51
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.37,40.51,0.82,0.82,0.24,0.16
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.88,51.67,1.06,1.06,0.98,0.79
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.81,61.27,0.74,0.74,0.62,0.09
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.69,69.57,1.34,1.34,2.03,1.34
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.61,73.27,1.3,1.3,0.28,1.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.13,72.21,1.82,1.82,1.96,1.82
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.63,66.18,1.69,1.69,0.18,1.69
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.42,56.89,1.55,1.55,0.1,1.53
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.14,39.24,1.47,1.47,0.25,1.47
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.58,36.79,1.46,1.46,0.41,1.46
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.83,33.04,1.17,1.17,0.41,0.87
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.75,32.97,0.9,0.9,0.44,0.29
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.08,45.43,1.09,1.09,2.54,1.09
